GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,NAME_E,AF2AE001,AF2AE002,AF2AE003,AF2AE004,AF2AE005,AF2AE006,AF2AE007,AF2AE008,AF2AE009,AF2AE010,AF2AE011,AF2AE012,AF2AE013,AF2AE014,AF2AE015,AF2AE016,AF2AE017,AF2AE018,AF2AE019,AF2AE020,AF2AE021,AF2AE022,AF2AE023,AF2AE024,AF2AE025,AF2AE026,AF2AE027,AF2AE028,AF2AE029,AF2AE030,AF2AE031,AF2AE032,AF2AE033,AF2AE034,AF2AE035,AF2AE036,AF2AE037,AF2AE038,AF2AE039,AF2AE040,AF2AE041,AF2AE042,AF2AE043,AF2AE044,AF2AE045,AF2AE046,AF2AE047,AF2AE048,AF2AE049
G08007700017053,2012-2016,Colorado,8,Mesa County,77,1705,"Block Group 3, Census Tract 17.05, Mesa County, Colorado",3409,1614,190,152,112,41,17,0,59,60,213,119,67,67,33,110,158,0,35,72,14,39,19,37,0,1795,306,63,89,121,0,155,13,15,213,97,146,128,51,36,108,0,19,143,22,22,31,17,0
G08007700017061,2012-2016,Colorado,8,Mesa County,77,1706,"Block Group 1, Census Tract 17.06, Mesa County, Colorado",3627,1792,192,115,47,75,13,44,66,42,296,123,130,66,122,172,77,36,64,30,16,0,52,14,0,1835,154,118,103,34,18,86,51,33,143,153,90,109,103,144,242,0,72,33,32,63,17,0,37
G08007700017062,2012-2016,Colorado,8,Mesa County,77,1706,"Block Group 2, Census Tract 17.06, Mesa County, Colorado",2679,1386,63,159,149,38,0,0,67,0,202,210,46,35,106,27,105,14,67,50,34,0,14,0,0,1293,142,106,82,22,19,0,20,18,127,207,59,104,15,42,89,18,100,16,60,13,34,0,0
G08007700017071,2012-2016,Colorado,8,Mesa County,77,1707,"Block Group 1, Census Tract 17.07, Mesa County, Colorado",1099,484,0,165,0,22,0,0,64,64,68,14,0,0,20,21,0,26,0,20,0,0,0,0,0,615,0,144,0,0,31,0,0,23,179,37,0,21,19,132,14,0,0,0,0,0,15,0,0
G08007700017072,2012-2016,Colorado,8,Mesa County,77,1707,"Block Group 2, Census Tract 17.07, Mesa County, Colorado",1888,1040,111,37,46,0,0,0,0,101,81,30,49,70,133,54,59,74,11,0,36,48,65,0,35,848,0,61,24,0,0,51,15,57,114,110,23,32,24,29,73,46,34,19,9,64,11,52,0
G08007700017073,2012-2016,Colorado,8,Mesa County,77,1707,"Block Group 3, Census Tract 17.07, Mesa County, Colorado",2777,1360,210,125,78,0,46,0,50,0,92,131,137,118,67,74,75,44,22,61,0,0,0,30,0,1417,30,192,154,20,6,12,0,81,145,146,135,40,127,97,32,36,37,20,16,14,38,14,25
G08007700018001,2012-2016,Colorado,8,Mesa County,77,1800,"Block Group 1, Census Tract 18, Mesa County, Colorado",1376,666,12,12,67,28,100,15,13,3,27,42,45,20,68,37,25,23,30,21,12,33,22,4,7,710,70,33,41,29,83,9,2,16,53,41,41,17,42,38,40,26,20,2,15,36,28,7,21
G08007700018002,2012-2016,Colorado,8,Mesa County,77,1800,"Block Group 2, Census Tract 18, Mesa County, Colorado",1800,903,54,45,62,34,8,21,10,11,15,18,47,53,84,56,52,44,56,61,23,24,51,54,20,897,63,53,55,27,17,4,18,0,28,25,46,69,46,84,102,33,45,10,33,25,64,27,23
G08007700019001,2012-2016,Colorado,8,Mesa County,77,1900,"Block Group 1, Census Tract 19, Mesa County, Colorado",2269,1150,79,13,17,16,0,17,17,20,10,0,106,61,101,74,142,56,94,102,86,80,39,20,0,1119,18,77,92,20,0,20,0,33,0,20,41,77,47,71,202,46,159,15,38,84,25,19,15
G08007700019002,2012-2016,Colorado,8,Mesa County,77,1900,"Block Group 2, Census Tract 19, Mesa County, Colorado",2752,1480,70,183,88,76,10,0,0,12,71,62,54,65,111,132,196,40,77,82,86,50,0,15,0,1272,48,74,102,59,9,41,0,45,45,117,48,123,77,187,48,28,67,30,35,69,9,11,0
G08007909736001,2012-2016,Colorado,8,Mineral County,79,973600,"Block Group 1, Census Tract 9736, Mineral County, Colorado",793,414,6,18,24,3,0,0,1,0,19,6,35,22,17,15,48,28,20,13,39,36,47,7,10,379,2,4,2,4,6,0,0,10,0,11,22,6,3,58,33,17,55,17,26,42,24,18,19
G08008100003001,2012-2016,Colorado,8,Moffat County,81,300,"Block Group 1, Census Tract 3, Moffat County, Colorado",1213,637,70,45,30,67,0,10,31,31,0,25,85,9,59,33,81,0,35,0,3,23,0,0,0,576,0,20,27,28,0,0,24,18,47,28,40,25,48,75,53,0,40,0,57,32,0,14,0
G08008100003002,2012-2016,Colorado,8,Moffat County,81,300,"Block Group 2, Census Tract 3, Moffat County, Colorado",1674,763,29,68,141,0,0,0,13,12,76,32,41,59,26,74,108,12,10,0,22,7,20,0,13,911,42,87,56,31,0,0,0,11,29,116,48,64,79,80,57,32,28,56,14,21,11,0,49
G08008100004001,2012-2016,Colorado,8,Moffat County,81,400,"Block Group 1, Census Tract 4, Moffat County, Colorado",653,275,26,8,24,18,0,9,5,0,13,28,25,0,14,15,7,0,16,53,14,0,0,0,0,378,40,43,32,8,0,0,0,0,29,57,34,0,13,18,37,10,41,16,0,0,0,0,0
G08008100004002,2012-2016,Colorado,8,Moffat County,81,400,"Block Group 2, Census Tract 4, Moffat County, Colorado",706,402,8,28,42,47,33,0,35,60,35,0,0,24,16,20,8,8,23,7,8,0,0,0,0,304,1,37,10,29,0,0,16,47,20,6,24,21,0,53,15,0,25,0,0,0,0,0,0
G08008100004003,2012-2016,Colorado,8,Moffat County,81,400,"Block Group 3, Census Tract 4, Moffat County, Colorado",1264,692,53,38,95,0,8,0,39,38,41,29,23,122,23,25,50,5,27,56,0,9,0,11,0,572,19,22,19,29,0,9,15,11,53,19,92,29,25,49,37,40,22,0,70,12,0,0,0
G08008100004004,2012-2016,Colorado,8,Moffat County,81,400,"Block Group 4, Census Tract 4, Moffat County, Colorado",1166,643,0,50,17,23,0,0,0,12,46,46,23,37,87,44,109,17,12,40,0,12,12,38,18,523,0,30,32,36,0,0,0,0,0,12,1,43,18,22,54,44,62,28,19,39,0,55,28
G08008100004005,2012-2016,Colorado,8,Moffat County,81,400,"Block Group 5, Census Tract 4, Moffat County, Colorado",559,270,14,17,25,22,0,0,0,0,14,13,28,25,14,43,5,24,0,16,0,10,0,0,0,289,35,0,0,50,30,0,0,20,13,0,33,17,21,14,7,0,17,0,12,0,10,10,0
G08008100005001,2012-2016,Colorado,8,Moffat County,81,500,"Block Group 1, Census Tract 5, Moffat County, Colorado",883,423,24,44,53,27,0,0,0,9,22,22,68,44,34,7,10,0,25,0,0,11,23,0,0,460,51,18,74,13,0,0,0,0,43,50,22,51,13,31,14,0,15,0,0,38,0,8,19
G08008100005002,2012-2016,Colorado,8,Moffat County,81,500,"Block Group 2, Census Tract 5, Moffat County, Colorado",746,309,42,10,0,18,0,0,0,0,11,57,11,22,12,56,33,0,0,11,0,7,0,19,0,437,32,30,93,0,0,18,0,15,14,35,29,9,21,83,9,11,0,0,0,20,9,9,0
G08008100005003,2012-2016,Colorado,8,Moffat County,81,500,"Block Group 3, Census Tract 5, Moffat County, Colorado",796,357,29,14,14,12,22,0,0,10,14,22,9,11,24,32,102,0,17,0,0,8,9,8,0,439,36,62,27,0,0,17,0,15,45,21,0,13,74,25,41,11,0,0,11,11,8,7,15
G08008100005004,2012-2016,Colorado,8,Moffat County,81,500,"Block Group 4, Census Tract 5, Moffat County, Colorado",730,426,22,50,95,0,32,0,0,33,13,15,71,0,15,0,9,23,16,0,10,0,0,11,11,304,0,7,46,10,0,0,47,0,0,44,0,30,19,10,22,8,18,12,0,0,20,11,0
G08008100005005,2012-2016,Colorado,8,Moffat County,81,500,"Block Group 5, Census Tract 5, Moffat County, Colorado",574,335,59,0,18,17,21,0,0,0,39,18,5,0,23,27,0,22,10,0,0,76,0,0,0,239,0,6,0,5,20,0,20,20,44,0,0,60,0,14,0,12,27,0,11,0,0,0,0
G08008100005006,2012-2016,Colorado,8,Moffat County,81,500,"Block Group 6, Census Tract 5, Moffat County, Colorado",608,397,20,36,24,0,1,0,0,40,60,69,29,2,22,35,1,21,9,19,9,0,0,0,0,211,19,8,0,32,0,1,0,6,9,32,19,13,10,15,8,13,0,0,18,0,8,0,0
G08008100006001,2012-2016,Colorado,8,Moffat County,81,600,"Block Group 1, Census Tract 6, Moffat County, Colorado",668,361,15,29,47,6,0,0,0,13,28,27,25,13,13,24,13,26,14,6,19,13,28,2,0,307,50,23,7,8,15,5,0,15,14,16,2,22,29,13,12,20,14,7,2,17,3,2,11
G08008100006002,2012-2016,Colorado,8,Moffat County,81,600,"Block Group 2, Census Tract 6, Moffat County, Colorado",794,471,21,44,47,24,26,15,4,3,0,34,25,12,18,26,36,25,12,27,15,16,8,27,6,323,13,24,28,16,0,0,0,11,17,20,33,7,21,36,21,17,14,0,27,0,14,4,0
G08008309411001,2012-2016,Colorado,8,Montezuma County,83,941100,"Block Group 1, Census Tract 9411, Montezuma County, Colorado",699,276,46,19,11,12,4,0,0,17,19,14,22,4,42,16,24,10,8,0,8,0,0,0,0,423,57,45,50,3,5,2,5,9,17,10,27,51,36,28,41,4,9,2,3,0,0,16,3
G08008309411002,2012-2016,Colorado,8,Montezuma County,83,941100,"Block Group 2, Census Tract 9411, Montezuma County, Colorado",684,336,26,11,44,24,15,0,11,12,18,33,4,14,26,15,26,16,0,8,12,16,5,0,0,348,52,16,15,9,10,0,3,28,6,24,8,10,26,37,29,0,12,11,15,20,7,7,3
G08008309690001,2012-2016,Colorado,8,Montezuma County,83,969000,"Block Group 1, Census Tract 9690, Montezuma County, Colorado",1601,840,91,54,15,39,15,33,0,47,43,16,72,72,35,57,47,21,48,10,55,18,18,34,0,761,46,57,25,66,0,22,6,0,51,72,55,51,51,23,63,0,13,17,33,44,32,3,31
G08008309690002,2012-2016,Colorado,8,Montezuma County,83,969000,"Block Group 2, Census Tract 9690, Montezuma County, Colorado",1652,827,47,59,23,52,0,0,0,17,25,73,18,51,36,70,42,52,95,0,29,90,25,16,7,825,38,75,32,15,0,0,0,56,10,72,31,19,100,69,51,81,31,30,31,17,25,14,28
G08008309691001,2012-2016,Colorado,8,Montezuma County,83,969100,"Block Group 1, Census Tract 9691, Montezuma County, Colorado",589,303,24,8,49,0,0,0,0,0,15,84,0,16,15,9,0,4,9,21,9,8,20,5,7,286,54,9,0,0,0,6,0,37,10,0,26,0,24,20,21,0,7,23,0,24,8,10,7
G08008309691002,2012-2016,Colorado,8,Montezuma County,83,969100,"Block Group 2, Census Tract 9691, Montezuma County, Colorado",3058,1449,69,101,164,42,12,37,25,9,42,81,119,23,67,128,102,124,34,33,75,86,5,12,59,1609,51,77,79,23,0,0,31,54,48,176,87,60,96,129,133,114,109,97,86,58,40,24,37
G08008309692001,2012-2016,Colorado,8,Montezuma County,83,969200,"Block Group 1, Census Tract 9692, Montezuma County, Colorado",1000,534,42,24,30,0,15,0,0,0,25,0,38,23,45,68,53,54,32,12,33,11,0,0,29,466,25,33,13,0,9,0,0,0,17,62,10,0,53,21,47,10,60,25,42,0,19,20,0
G08008309692002,2012-2016,Colorado,8,Montezuma County,83,969200,"Block Group 2, Census Tract 9692, Montezuma County, Colorado",2069,990,92,40,68,48,0,8,0,29,93,14,45,68,47,66,51,14,22,96,73,68,18,10,20,1079,14,145,73,72,11,11,0,33,7,83,141,19,50,37,65,22,90,22,18,83,0,66,17
G08008309693001,2012-2016,Colorado,8,Montezuma County,83,969300,"Block Group 1, Census Tract 9693, Montezuma County, Colorado",967,510,57,0,0,0,3,0,0,0,111,0,122,1,2,33,59,0,3,14,16,12,0,28,49,457,0,89,0,11,28,9,0,0,29,16,2,0,0,36,96,0,40,0,14,0,63,13,11
G08008309693002,2012-2016,Colorado,8,Montezuma County,83,969300,"Block Group 2, Census Tract 9693, Montezuma County, Colorado",712,295,0,0,0,0,17,28,0,21,0,0,0,16,14,0,65,20,32,21,12,37,0,12,0,417,16,0,19,27,0,0,0,23,0,0,15,0,21,59,56,60,22,13,24,26,23,13,0
G08008309693003,2012-2016,Colorado,8,Montezuma County,83,969300,"Block Group 3, Census Tract 9693, Montezuma County, Colorado",1440,762,36,93,50,13,90,0,0,0,144,51,91,37,0,13,13,0,54,13,30,0,12,22,0,678,38,110,41,15,0,0,0,68,86,19,143,0,0,66,13,14,28,0,0,14,0,11,12
G08008309693004,2012-2016,Colorado,8,Montezuma County,83,969300,"Block Group 4, Census Tract 9693, Montezuma County, Colorado",365,163,0,0,0,0,0,0,0,0,0,0,0,75,0,14,0,14,0,0,0,0,30,23,7,202,36,0,0,0,15,0,0,0,0,0,14,0,0,35,0,14,13,0,21,11,20,23,0
G08008309693005,2012-2016,Colorado,8,Montezuma County,83,969300,"Block Group 5, Census Tract 9693, Montezuma County, Colorado",596,244,0,0,30,0,0,0,0,0,0,12,16,0,31,16,55,0,17,14,0,29,11,13,0,352,0,10,0,0,0,0,0,43,16,0,0,11,46,54,18,12,28,29,15,46,0,11,13
G08008309693006,2012-2016,Colorado,8,Montezuma County,83,969300,"Block Group 6, Census Tract 9693, Montezuma County, Colorado",520,259,0,0,0,0,0,0,0,0,9,12,0,0,0,46,110,0,13,0,0,16,13,40,0,261,0,15,0,0,0,0,0,0,20,14,47,0,0,48,31,0,12,16,0,0,0,29,29
G08008309693007,2012-2016,Colorado,8,Montezuma County,83,969300,"Block Group 7, Census Tract 9693, Montezuma County, Colorado",387,182,0,0,0,0,0,0,0,0,0,0,47,51,12,0,0,0,16,0,32,13,11,0,0,205,0,0,0,0,0,0,0,0,0,0,43,40,0,0,0,15,16,13,0,46,0,0,32
G08008309694001,2012-2016,Colorado,8,Montezuma County,83,969400,"Block Group 1, Census Tract 9694, Montezuma County, Colorado",1262,648,121,62,86,0,0,0,30,30,29,0,27,41,112,0,45,26,9,0,0,14,0,9,7,614,78,25,74,18,0,29,0,46,48,16,15,14,29,24,36,25,16,35,37,18,0,9,22
G08008309694002,2012-2016,Colorado,8,Montezuma County,83,969400,"Block Group 2, Census Tract 9694, Montezuma County, Colorado",1158,606,11,122,69,32,18,16,8,20,18,97,7,0,72,60,33,0,7,0,0,0,9,0,7,552,42,60,53,16,4,31,0,32,40,64,7,22,20,61,37,9,0,0,6,0,16,7,25
G08008309694003,2012-2016,Colorado,8,Montezuma County,83,969400,"Block Group 3, Census Tract 9694, Montezuma County, Colorado",853,345,8,9,69,43,28,0,0,0,0,25,29,21,7,27,53,0,0,0,10,0,16,0,0,508,9,10,86,64,0,0,0,17,0,17,79,27,0,27,30,13,10,27,9,35,31,0,17
G08008309694004,2012-2016,Colorado,8,Montezuma County,83,969400,"Block Group 4, Census Tract 9694, Montezuma County, Colorado",1249,678,39,70,27,36,0,0,0,110,78,97,48,14,19,0,33,29,19,0,9,19,8,0,23,571,9,0,18,40,55,0,16,5,26,25,27,29,30,64,17,28,0,10,9,34,14,86,29
G08008309696001,2012-2016,Colorado,8,Montezuma County,83,969600,"Block Group 1, Census Tract 9696, Montezuma County, Colorado",1603,951,0,7,32,58,60,121,16,0,18,29,10,90,50,110,66,19,31,7,54,89,17,29,38,652,10,32,65,0,7,0,0,50,0,0,107,40,80,23,32,24,56,6,21,51,14,1,33
G08008309696002,2012-2016,Colorado,8,Montezuma County,83,969600,"Block Group 2, Census Tract 9696, Montezuma County, Colorado",1669,853,10,79,34,0,0,33,0,18,31,7,25,37,50,100,100,27,77,24,57,74,33,37,0,816,31,69,0,57,7,0,0,16,147,5,4,12,58,109,76,32,26,31,41,43,24,26,2
G08008309696003,2012-2016,Colorado,8,Montezuma County,83,969600,"Block Group 3, Census Tract 9696, Montezuma County, Colorado",1873,792,19,21,106,115,59,0,0,0,56,0,19,51,33,28,124,8,46,45,26,14,22,0,0,1081,227,27,67,3,93,0,12,0,0,64,74,27,45,65,92,10,121,59,7,27,10,20,31
G08008509661001,2012-2016,Colorado,8,Montrose County,85,966100,"Block Group 1, Census Tract 9661, Montrose County, Colorado",1029,515,0,20,57,19,0,0,3,3,5,9,40,17,41,37,81,33,51,22,4,18,28,21,6,514,9,22,42,24,19,7,0,11,8,8,24,27,28,71,51,17,35,9,11,30,23,18,20
G08008509661002,2012-2016,Colorado,8,Montrose County,85,966100,"Block Group 2, Census Tract 9661, Montrose County, Colorado",667,311,20,4,6,4,8,0,0,6,23,21,26,11,5,32,50,11,12,12,10,29,17,2,2,356,12,20,19,13,3,6,3,10,8,15,13,0,29,31,45,13,8,35,33,21,7,8,4
G08008509661003,2012-2016,Colorado,8,Montrose County,85,966100,"Block Group 3, Census Tract 9661, Montrose County, Colorado",502,289,19,0,9,9,0,0,0,13,0,20,21,34,20,17,54,26,9,0,13,5,5,15,0,213,5,7,0,17,0,11,0,0,12,3,9,5,10,9,51,18,9,4,13,5,10,8,7
G08008509662011,2012-2016,Colorado,8,Montrose County,85,966201,"Block Group 1, Census Tract 9662.01, Montrose County, Colorado",1609,713,35,22,19,25,10,0,0,0,39,23,24,42,11,116,50,29,72,14,60,57,9,33,23,896,57,47,52,34,12,9,27,21,48,45,46,33,12,38,68,57,51,45,20,74,30,55,15
G08008509662012,2012-2016,Colorado,8,Montrose County,85,966201,"Block Group 2, Census Tract 9662.01, Montrose County, Colorado",1029,576,30,72,0,30,0,0,0,12,47,20,7,21,41,41,93,15,10,24,15,24,21,8,45,453,11,23,14,30,8,0,0,0,13,29,34,57,16,29,70,25,0,0,15,7,36,28,8
G08008509662021,2012-2016,Colorado,8,Montrose County,85,966202,"Block Group 1, Census Tract 9662.02, Montrose County, Colorado",766,372,0,0,21,0,20,0,0,0,10,0,76,0,8,17,69,19,24,20,23,20,27,0,18,394,0,5,34,32,0,0,0,0,0,23,28,9,56,42,49,8,26,24,0,42,5,11,0
G08008509662022,2012-2016,Colorado,8,Montrose County,85,966202,"Block Group 2, Census Tract 9662.02, Montrose County, Colorado",2112,1018,68,76,97,20,70,8,4,40,95,119,59,42,72,60,34,29,13,18,11,19,42,12,10,1094,123,97,48,55,41,0,5,24,74,85,114,45,16,135,41,9,4,18,17,45,9,30,59
G08008509662023,2012-2016,Colorado,8,Montrose County,85,966202,"Block Group 3, Census Tract 9662.02, Montrose County, Colorado",1708,940,53,120,156,59,13,9,0,17,28,23,26,23,24,146,41,5,4,12,32,57,28,64,0,768,98,63,61,32,0,20,11,8,20,71,28,55,52,63,55,4,25,20,28,0,0,45,9
G08008509663001,2012-2016,Colorado,8,Montrose County,85,966300,"Block Group 1, Census Tract 9663, Montrose County, Colorado",510,312,0,58,0,18,0,0,0,0,0,13,0,127,6,0,28,11,0,13,20,0,18,0,0,198,0,41,8,0,0,0,0,0,0,0,0,57,0,21,13,11,0,0,34,13,0,0,0
G08008509663002,2012-2016,Colorado,8,Montrose County,85,966300,"Block Group 2, Census Tract 9663, Montrose County, Colorado",654,406,48,0,0,0,0,61,0,22,16,11,0,52,28,12,46,0,53,11,0,25,12,9,0,248,75,0,0,0,0,65,0,0,14,0,0,0,0,9,64,0,0,0,0,11,0,10,0
G08008509663003,2012-2016,Colorado,8,Montrose County,85,966300,"Block Group 3, Census Tract 9663, Montrose County, Colorado",1199,577,40,15,33,72,0,0,0,58,144,0,0,10,39,39,14,62,0,0,37,0,14,0,0,622,32,12,7,68,0,0,0,12,108,59,44,0,30,56,49,0,29,0,59,14,30,0,13
G08008509663004,2012-2016,Colorado,8,Montrose County,85,966300,"Block Group 4, Census Tract 9663, Montrose County, Colorado",2821,1249,72,71,81,0,0,14,50,52,63,90,218,126,72,38,51,34,91,0,15,20,52,0,39,1572,52,196,119,44,109,0,18,12,124,149,133,31,150,66,73,72,18,12,37,81,37,39,0
G08008509663005,2012-2016,Colorado,8,Montrose County,85,966300,"Block Group 5, Census Tract 9663, Montrose County, Colorado",797,487,48,0,13,0,7,0,8,29,60,20,15,21,23,46,27,52,9,48,48,13,0,0,0,310,0,10,0,25,40,0,0,0,52,24,9,0,39,13,12,0,25,14,25,13,0,9,0
G08008509664001,2012-2016,Colorado,8,Montrose County,85,966400,"Block Group 1, Census Tract 9664, Montrose County, Colorado",896,387,62,19,34,0,0,0,0,0,25,51,23,0,0,69,27,0,21,13,0,0,29,0,14,509,0,16,28,0,0,37,0,20,29,39,15,32,0,26,94,7,0,14,0,21,59,16,56
G08008509664002,2012-2016,Colorado,8,Montrose County,85,966400,"Block Group 2, Census Tract 9664, Montrose County, Colorado",871,494,0,38,23,0,0,0,0,85,16,0,59,85,0,60,5,25,10,5,49,14,16,4,0,377,23,13,0,38,0,0,22,0,0,17,0,0,54,15,11,8,0,0,0,50,58,9,59
G08008509664003,2012-2016,Colorado,8,Montrose County,85,966400,"Block Group 3, Census Tract 9664, Montrose County, Colorado",1002,580,61,81,112,42,0,0,0,20,0,0,76,0,25,13,14,30,36,19,23,28,0,0,0,422,0,76,34,13,0,0,0,15,0,54,52,58,0,12,58,10,0,28,0,0,0,0,12
G08008509664004,2012-2016,Colorado,8,Montrose County,85,966400,"Block Group 4, Census Tract 9664, Montrose County, Colorado",1265,533,28,31,0,0,0,0,0,86,71,14,0,0,19,29,20,0,28,0,48,22,46,60,31,732,60,0,20,18,0,24,0,60,92,0,0,38,17,0,41,12,23,30,38,40,58,102,59
G08008509664005,2012-2016,Colorado,8,Montrose County,85,966400,"Block Group 5, Census Tract 9664, Montrose County, Colorado",2088,927,70,0,186,89,29,0,0,11,22,85,6,25,165,24,32,25,39,14,14,0,15,31,45,1161,16,131,64,17,73,0,0,0,0,66,36,123,168,70,47,63,38,44,8,15,67,30,85
G08008509665011,2012-2016,Colorado,8,Montrose County,85,966501,"Block Group 1, Census Tract 9665.01, Montrose County, Colorado",876,465,25,35,18,14,17,0,0,0,21,12,0,5,50,84,24,26,6,26,65,18,19,0,0,411,0,31,23,21,0,0,0,0,0,20,6,32,45,52,37,0,42,19,64,19,0,0,0
G08008509665012,2012-2016,Colorado,8,Montrose County,85,966501,"Block Group 2, Census Tract 9665.01, Montrose County, Colorado",1072,569,12,41,43,35,0,0,0,0,0,0,4,13,24,55,76,38,40,21,84,26,38,9,10,503,18,35,39,25,0,0,0,0,0,14,11,20,23,42,48,35,33,6,57,48,28,0,21
G08008509665013,2012-2016,Colorado,8,Montrose County,85,966501,"Block Group 3, Census Tract 9665.01, Montrose County, Colorado",932,455,0,6,36,52,25,0,0,0,0,17,7,49,0,31,57,9,16,8,16,70,27,29,0,477,6,16,24,48,18,0,0,15,0,0,28,11,20,54,16,10,14,18,0,110,34,35,0
G08008509665021,2012-2016,Colorado,8,Montrose County,85,966502,"Block Group 1, Census Tract 9665.02, Montrose County, Colorado",1633,832,48,54,54,12,48,0,0,18,54,78,57,41,55,38,64,7,24,11,55,42,55,6,11,801,35,49,27,35,0,0,26,11,59,27,21,62,35,82,103,12,16,22,80,56,29,14,0
G08008509665022,2012-2016,Colorado,8,Montrose County,85,966502,"Block Group 2, Census Tract 9665.02, Montrose County, Colorado",1400,745,110,5,53,36,59,31,45,32,34,7,0,61,63,44,17,13,7,7,45,31,26,0,19,655,14,24,34,11,15,0,0,35,39,17,39,47,61,45,51,18,23,22,46,53,26,7,28
G08008509665023,2012-2016,Colorado,8,Montrose County,85,966502,"Block Group 3, Census Tract 9665.02, Montrose County, Colorado",837,380,19,0,36,16,0,0,0,0,0,45,16,20,0,22,22,0,23,0,37,67,23,34,0,457,42,34,21,0,0,0,0,16,24,49,26,9,19,7,69,14,7,16,15,24,24,16,25
G08008509665031,2012-2016,Colorado,8,Montrose County,85,966503,"Block Group 1, Census Tract 9665.03, Montrose County, Colorado",2084,1083,126,96,87,34,8,15,0,9,95,131,89,42,32,60,78,9,68,25,37,25,8,9,0,1001,39,123,32,11,36,0,0,10,90,100,38,47,55,86,47,65,54,18,26,26,59,0,39
G08008509665032,2012-2016,Colorado,8,Montrose County,85,966503,"Block Group 2, Census Tract 9665.03, Montrose County, Colorado",1352,688,9,26,86,60,0,0,0,0,18,18,21,75,50,26,27,16,33,63,17,61,37,17,28,664,30,34,47,14,8,0,0,0,0,28,54,16,43,16,88,16,35,28,26,81,27,8,65
G08008509666011,2012-2016,Colorado,8,Montrose County,85,966601,"Block Group 1, Census Tract 9666.01, Montrose County, Colorado",1150,499,8,6,37,0,11,0,0,0,33,24,0,45,13,39,31,36,49,18,35,47,48,19,0,651,25,15,32,12,0,31,0,24,25,45,18,19,27,90,102,10,43,15,23,39,47,9,0
G08008509666012,2012-2016,Colorado,8,Montrose County,85,966601,"Block Group 2, Census Tract 9666.01, Montrose County, Colorado",1478,716,55,0,33,63,38,0,0,6,13,10,100,117,52,8,76,0,7,18,37,34,32,17,0,762,28,122,48,20,0,0,0,62,32,7,73,15,59,12,51,8,25,12,42,67,47,15,17
G08008509666013,2012-2016,Colorado,8,Montrose County,85,966601,"Block Group 3, Census Tract 9666.01, Montrose County, Colorado",924,461,33,24,106,42,23,0,41,10,0,111,0,24,12,5,11,0,11,0,0,8,0,0,0,463,76,89,0,38,0,0,0,62,22,46,0,56,7,17,12,9,22,0,7,0,0,0,0
G08008509666014,2012-2016,Colorado,8,Montrose County,85,966601,"Block Group 4, Census Tract 9666.01, Montrose County, Colorado",891,343,17,7,0,0,33,0,0,0,0,31,11,25,116,28,6,0,0,8,37,0,7,9,8,548,112,72,5,0,0,35,0,0,0,30,56,65,21,14,38,7,28,7,15,36,0,7,0
G08008509666021,2012-2016,Colorado,8,Montrose County,85,966602,"Block Group 1, Census Tract 9666.02, Montrose County, Colorado",1935,904,27,34,59,43,15,25,0,62,30,56,15,7,93,44,78,17,91,42,55,0,82,19,10,1031,33,29,56,56,67,0,13,46,19,23,65,38,90,86,120,26,71,10,62,25,54,19,23
G08008509666022,2012-2016,Colorado,8,Montrose County,85,966602,"Block Group 2, Census Tract 9666.02, Montrose County, Colorado",1642,828,28,104,44,47,25,0,25,0,0,30,85,40,25,54,67,17,38,9,40,63,47,40,0,814,34,17,62,33,10,0,14,7,17,32,79,99,14,101,25,58,48,31,58,28,20,18,9
G08008509666023,2012-2016,Colorado,8,Montrose County,85,966602,"Block Group 3, Census Tract 9666.02, Montrose County, Colorado",1135,489,10,73,6,0,0,0,0,21,12,22,0,0,31,34,32,69,45,7,61,26,30,0,10,646,51,0,20,52,11,15,0,10,13,42,23,17,19,42,49,49,39,18,48,75,20,14,19
G08008700001001,2012-2016,Colorado,8,Morgan County,87,100,"Block Group 1, Census Tract 1, Morgan County, Colorado",1540,794,53,65,74,51,5,26,0,6,22,20,61,20,67,79,40,29,37,7,41,60,13,1,17,746,28,42,40,32,32,11,7,16,32,29,45,21,54,43,84,10,37,17,77,21,46,8,14
G08008700001002,2012-2016,Colorado,8,Morgan County,87,100,"Block Group 2, Census Tract 1, Morgan County, Colorado",455,207,10,5,24,13,8,0,0,0,4,37,17,8,18,15,27,0,10,0,0,6,5,0,0,248,24,28,33,11,0,0,0,0,26,18,21,17,16,10,27,0,0,7,5,5,0,0,0
G08008700001003,2012-2016,Colorado,8,Morgan County,87,100,"Block Group 3, Census Tract 1, Morgan County, Colorado",895,464,19,20,46,24,8,0,0,9,6,40,30,33,38,31,23,11,21,25,30,35,2,9,4,431,27,9,37,12,9,3,0,4,45,13,17,36,31,25,46,25,12,12,21,37,6,4,0
G08008700002001,2012-2016,Colorado,8,Morgan County,87,200,"Block Group 1, Census Tract 2, Morgan County, Colorado",1273,609,23,39,42,41,8,0,15,0,40,37,23,42,61,40,35,15,42,24,15,32,10,12,13,664,36,43,72,25,17,0,0,30,30,29,57,23,32,67,28,41,15,22,33,10,37,11,6
